id,px,py,pz,length
2143,1.621,36.146,-7.924,0.354
2144,2.421,36.146,-7.977,0.436
2145,3.221,36.146,-8.019,0.466
2146,4.021,36.146,-8.055,0.446
2147,4.821,36.146,-8.091,0.395
2148,5.621,36.146,-8.105,0.315
2149,6.421,36.146,-8.103,0.300
2150,7.221,36.146,-8.104,0.300
2151,8.021,36.146,-8.104,0.300
2152,8.821,36.146,-8.094,0.300
2153,9.621,36.146,-8.066,0.300
2154,10.421,36.146,-8.036,0.307
2155,11.221,36.146,-8.026,0.415
2156,12.021,36.146,-8.016,0.538
2157,12.821,36.146,-7.992,0.648
2158,13.621,36.146,-7.956,0.720
2159,14.421,36.146,-7.941,0.746
2160,15.221,36.146,-7.972,0.741
2161,16.021,36.146,-8.021,0.714
2162,16.821,36.146,-8.091,0.758
2163,17.621,36.146,-8.147,0.841
2164,18.421,36.146,-8.169,0.844
2165,19.221,36.146,-8.188,0.820
2166,20.021,36.146,-8.216,0.794
2167,20.821,36.146,-8.236,0.741
2168,21.621,36.146,-8.257,0.687
2169,22.421,36.146,-8.304,0.641
2170,23.221,36.146,-8.363,0.589
2171,24.021,36.146,-8.440,0.557
2172,24.821,36.146,-8.497,0.514
2173,25.621,36.146,-8.506,0.438
2174,26.421,36.146,-8.512,0.370
2175,27.221,36.146,-8.527,0.301
2176,28.021,36.146,-8.519,0.300
2177,28.821,36.146,-8.569,0.300
2178,29.621,36.146,-8.656,0.300
2179,30.421,36.146,-8.776,0.300
2180,31.221,36.146,-8.889,0.300
2181,32.021,36.146,-8.933,0.300
2182,32.821,36.146,-8.949,0.302
2183,33.621,36.146,-8.962,0.320
2184,34.421,36.146,-9.032,0.402
2185,35.221,36.146,-9.042,0.429
2186,36.021,36.146,-9.034,0.387
2187,36.821,36.146,-9.122,0.445
2188,37.621,36.146,-9.161,0.442
2189,38.421,36.146,-9.178,0.392
2190,39.221,36.146,-9.183,0.341
2191,40.021,36.146,-9.207,0.338
2192,40.821,36.146,-9.233,0.345
2193,41.621,36.146,-9.265,0.367
2194,42.421,36.146,-9.299,0.379
2195,43.221,36.146,-9.321,0.345
2196,44.021,36.146,-9.339,0.300
2197,44.821,36.146,-9.384,0.300
2198,45.621,36.146,-9.413,0.300
2199,46.421,36.146,-9.439,0.300
2200,47.221,36.146,-9.480,0.300
2201,48.021,36.146,-9.511,0.300
2202,48.821,36.146,-9.551,0.300
2203,68.821,36.146,-9.638,0.300
2204,69.621,36.146,-9.616,0.300
2205,70.421,36.146,-9.592,0.300
2206,71.221,36.146,-9.561,0.300
2207,72.021,36.146,-9.517,0.300
2208,72.821,36.146,-9.476,0.300
2209,73.621,36.146,-9.435,0.300
2210,74.421,36.146,-9.394,0.300
2211,75.221,36.146,-9.337,0.300
2212,76.021,36.146,-9.278,0.300
2213,76.821,36.146,-9.248,0.300
2214,77.621,36.146,-9.284,0.300
2215,78.421,36.146,-9.257,0.300
2216,79.221,36.146,-9.239,0.300
2217,80.021,36.146,-9.231,0.300
2218,80.821,36.146,-9.214,0.300
2219,81.621,36.146,-9.195,0.330
2220,82.421,36.146,-9.167,0.371
2221,83.221,36.146,-9.128,0.417
2222,84.021,36.146,-9.074,0.454
2223,85.621,36.146,-9.009,0.535
2224,86.421,36.146,-8.989,0.545
2225,87.221,36.146,-8.952,0.509
2226,88.021,36.146,-8.900,0.438
2227,88.821,36.146,-8.849,0.355
2228,89.621,36.146,-8.797,0.300
2229,90.421,36.146,-8.739,0.300
2230,1.221,36.946,-7.906,0.300
2231,2.021,36.946,-7.909,0.300
2232,2.821,36.946,-7.943,0.320
2233,3.621,36.946,-7.986,0.347
2234,4.421,36.946,-8.031,0.336
2235,5.221,36.946,-8.059,0.300
2236,6.021,36.946,-8.062,0.300
2237,6.821,36.946,-8.057,0.300
2238,7.621,36.946,-8.051,0.300
2239,8.421,36.946,-8.037,0.300
2240,9.221,36.946,-8.007,0.300
2241,10.021,36.946,-7.964,0.300
2242,10.821,36.946,-7.943,0.382
2243,11.621,36.946,-7.952,0.533
2244,12.421,36.946,-7.948,0.669
2245,13.221,36.946,-7.924,0.747
2246,14.021,36.946,-7.906,0.807
2247,14.821,36.946,-7.930,0.863
2248,15.621,36.946,-7.981,0.878
2249,16.421,36.946,-8.023,0.887
2250,17.221,36.946,-8.053,0.937
2251,18.021,36.946,-8.071,0.917
2252,18.821,36.946,-8.083,0.810
2253,19.621,36.946,-8.097,0.786
2254,20.421,36.946,-8.113,0.825
2255,21.221,36.946,-8.127,0.870
2256,22.021,36.946,-8.163,0.864
2257,22.821,36.946,-8.242,0.843
2258,23.621,36.946,-8.384,0.872
2259,24.421,36.946,-8.523,0.906
2260,25.221,36.946,-8.502,0.781
2261,26.021,36.946,-8.389,0.568
2262,26.821,36.946,-8.372,0.443
2263,27.621,36.946,-8.381,0.324
2264,28.421,36.946,-8.413,0.300
2265,29.221,36.946,-8.465,0.300
2266,30.021,36.946,-8.531,0.300
2267,30.821,36.946,-8.647,0.300
2268,31.621,36.946,-8.715,0.300
2269,32.421,36.946,-8.759,0.300
2270,33.221,36.946,-8.788,0.300
2271,34.021,36.946,-8.848,0.362
2272,34.821,36.946,-8.913,0.460
2273,35.621,36.946,-8.940,0.481
2274,36.421,36.946,-9.002,0.511
2275,37.221,36.946,-9.066,0.547
2276,38.021,36.946,-9.076,0.506
2277,38.821,36.946,-9.043,0.390
2278,39.621,36.946,-9.052,0.363
2279,40.421,36.946,-9.097,0.373
2280,41.221,36.946,-9.118,0.374
2281,42.021,36.946,-9.144,0.402
2282,42.821,36.946,-9.170,0.411
2283,43.621,36.946,-9.198,0.397
2284,44.421,36.946,-9.233,0.364
2285,45.221,36.946,-9.238,0.300
2286,46.021,36.946,-9.231,0.300
2287,46.821,36.946,-9.268,0.300
2288,47.621,36.946,-9.300,0.300
2289,48.421,36.946,-9.330,0.300
2290,49.221,36.946,-9.372,0.300
2291,50.021,36.946,-9.383,0.300
2292,50.821,36.946,-9.383,0.300
2293,51.621,36.946,-9.410,0.300
2294,52.421,36.946,-9.457,0.300
2295,53.221,36.946,-9.501,0.300
2296,74.021,36.946,-9.664,0.300
2297,74.821,36.946,-9.654,0.300
2298,75.621,36.946,-9.627,0.300
2299,76.421,36.946,-9.590,0.300
2300,77.221,36.946,-9.565,0.300
2301,78.021,36.946,-9.541,0.300
2302,78.821,36.946,-9.499,0.300
2303,79.621,36.946,-9.478,0.300
2304,80.421,36.946,-9.469,0.300
2305,81.221,36.946,-9.454,0.300
2306,82.021,36.946,-9.419,0.300
2307,82.821,36.946,-9.368,0.300
2308,83.621,36.946,-9.314,0.300
2309,84.421,36.946,-9.264,0.300
2310,85.221,36.946,-9.258,0.305
2311,86.021,36.946,-9.281,0.377
2312,86.821,36.946,-9.272,0.391
2313,87.621,36.946,-9.228,0.355
2314,88.421,36.946,-9.178,0.319
2315,89.221,36.946,-9.129,0.318
2316,90.021,36.946,-9.064,0.334
2317,2.421,37.746,-7.804,0.300
2318,3.221,37.746,-7.895,0.300
2319,4.021,37.746,-7.966,0.300
2320,4.821,37.746,-8.005,0.300
2321,5.621,37.746,-8.016,0.300
2322,6.421,37.746,-8.015,0.300
2323,7.221,37.746,-8.011,0.300
2324,8.021,37.746,-8.001,0.300
2325,8.821,37.746,-7.976,0.300
2326,9.621,37.746,-7.930,0.300
2327,11.221,37.746,-7.890,0.508
2328,12.021,37.746,-7.914,0.661
2329,12.821,37.746,-7.921,0.747
2330,13.621,37.746,-7.923,0.858
2331,14.421,37.746,-7.934,1.010
2332,15.221,37.746,-7.954,1.137
2333,16.021,37.746,-7.971,1.205
2334,16.821,37.746,-7.985,1.254
2335,17.621,37.746,-7.994,1.292
2336,18.421,37.746,-7.999,1.222
2337,19.221,37.746,-8.004,1.020
2338,20.021,37.746,-8.018,0.809
2339,20.821,37.746,-8.026,0.809
2340,21.621,37.746,-8.037,0.928
2341,22.421,37.746,-8.084,0.921
2342,23.221,37.746,-8.173,0.926
2343,24.021,37.746,-8.281,0.957
2344,24.821,37.746,-8.324,0.934
2345,25.621,37.746,-8.273,0.795
2346,26.421,37.746,-8.238,0.631
2347,27.221,37.746,-8.250,0.486
2348,28.021,37.746,-8.267,0.342
2349,28.821,37.746,-8.289,0.300
2350,29.621,37.746,-8.311,0.300
2351,30.421,37.746,-8.367,0.300
2352,31.221,37.746,-8.439,0.300
2353,32.021,37.746,-8.508,0.300
2354,32.821,37.746,-8.579,0.300
2355,33.621,37.746,-8.615,0.337
2356,34.421,37.746,-8.663,0.426
2357,35.221,37.746,-8.677,0.474
2358,36.021,37.746,-8.723,0.492
2359,36.821,37.746,-8.850,0.600
2360,37.621,37.746,-8.911,0.621
2361,38.421,37.746,-8.916,0.528
2362,39.221,37.746,-8.906,0.454
2363,40.021,37.746,-8.937,0.430
2364,40.821,37.746,-8.964,0.386
2365,41.621,37.746,-8.966,0.363
2366,42.421,37.746,-8.967,0.349
2367,43.221,37.746,-8.980,0.329
2368,44.021,37.746,-9.031,0.329
2369,44.821,37.746,-9.078,0.306
2370,45.621,37.746,-9.061,0.300
2371,46.421,37.746,-9.080,0.300
2372,47.221,37.746,-9.162,0.300
2373,48.021,37.746,-9.175,0.300
2374,48.821,37.746,-9.149,0.300
2375,49.621,37.746,-9.180,0.300
2376,50.421,37.746,-9.184,0.300
2377,51.221,37.746,-9.195,0.300
2378,52.021,37.746,-9.224,0.300
2379,52.821,37.746,-9.252,0.300
2380,53.621,37.746,-9.250,0.300
2381,54.421,37.746,-9.240,0.300
2382,55.221,37.746,-9.254,0.300
2383,56.021,37.746,-9.296,0.300
2384,56.821,37.746,-9.340,0.300
2385,57.621,37.746,-9.388,0.300
2386,86.421,37.746,-9.548,0.300
2387,87.221,37.746,-9.548,0.300
2388,88.021,37.746,-9.523,0.300
2389,88.821,37.746,-9.485,0.300
2390,89.621,37.746,-9.422,0.300
2391,90.421,37.746,-9.330,0.395
2392,3.621,38.546,-7.868,0.300
2393,4.421,38.546,-7.939,0.300
2394,5.221,38.546,-7.976,0.300
2395,6.021,38.546,-7.986,0.300
2396,6.821,38.546,-7.983,0.300
2397,7.621,38.546,-7.973,0.300
2398,8.421,38.546,-7.957,0.300
2399,9.221,38.546,-7.929,0.319
2400,10.021,38.546,-7.898,0.409
2401,10.821,38.546,-7.890,0.541
2402,11.621,38.546,-7.909,0.664
2403,12.421,38.546,-7.924,0.740
2404,13.221,38.546,-7.930,0.874
2405,14.021,38.546,-7.934,1.084
2406,14.821,38.546,-7.937,1.280
2407,15.621,38.546,-7.939,1.399
2408,16.421,38.546,-7.943,1.471
2409,17.221,38.546,-7.946,1.518
2410,18.021,38.546,-7.944,1.534
2411,19.621,38.546,-7.950,1.320
2412,20.421,38.546,-7.964,0.910
2413,21.221,38.546,-7.972,0.761
2414,22.021,38.546,-7.992,0.835
2415,22.821,38.546,-8.037,0.871
2416,23.621,38.546,-8.077,0.865
2417,24.421,38.546,-8.095,0.869
2418,25.221,38.546,-8.102,0.858
2419,26.021,38.546,-8.118,0.793
2420,26.821,38.546,-8.134,0.654
2421,27.621,38.546,-8.139,0.479
2422,28.421,38.546,-8.138,0.309
2423,29.221,38.546,-8.141,0.300
2424,30.021,38.546,-8.155,0.300
2425,30.821,38.546,-8.187,0.300
2426,31.621,38.546,-8.242,0.300
2427,32.421,38.546,-8.318,0.300
2428,33.221,38.546,-8.372,0.330
2429,34.021,38.546,-8.405,0.422
2430,34.821,38.546,-8.444,0.524
2431,35.621,38.546,-8.488,0.576
2432,36.421,38.546,-8.587,0.660
2433,37.221,38.546,-8.683,0.731
2434,38.021,38.546,-8.729,0.693
2435,38.821,38.546,-8.735,0.603
2436,39.621,38.546,-8.751,0.540
2437,40.421,38.546,-8.779,0.441
2438,41.221,38.546,-8.784,0.371
2439,42.021,38.546,-8.770,0.334
2440,42.821,38.546,-8.718,0.300
2441,43.621,38.546,-8.637,0.300
2442,44.421,38.546,-8.701,0.300
2443,45.221,38.546,-8.857,0.300
2444,46.021,38.546,-8.917,0.300
2445,46.821,38.546,-8.993,0.300
2446,47.621,38.546,-9.035,0.300
2447,48.421,38.546,-8.996,0.300
2448,49.221,38.546,-9.009,0.300
2449,50.021,38.546,-9.066,0.300
2450,50.821,38.546,-9.057,0.300
2451,51.621,38.546,-9.002,0.300
2452,52.421,38.546,-9.033,0.300
2453,53.221,38.546,-9.065,0.300
2454,54.021,38.546,-9.037,0.300
2455,54.821,38.546,-9.004,0.300
2456,55.621,38.546,-9.039,0.300
2457,56.421,38.546,-9.105,0.300
2458,57.221,38.546,-9.119,0.300
2459,58.021,38.546,-9.109,0.300
2460,58.821,38.546,-9.136,0.300
2461,59.621,38.546,-9.179,0.300
2462,60.421,38.546,-9.212,0.300
2463,61.221,38.546,-9.241,0.300
2464,62.021,38.546,-9.299,0.300
2465,62.821,38.546,-9.360,0.300
2466,63.621,38.546,-9.435,0.300
2467,4.021,39.346,-7.824,0.300
2468,4.821,39.346,-7.894,0.300
2469,5.621,39.346,-7.943,0.300
2470,6.421,39.346,-7.960,0.300
2471,7.221,39.346,-7.953,0.300
2472,8.021,39.346,-7.935,0.300
2473,8.821,39.346,-7.914,0.339
2474,10.421,39.346,-7.897,0.575
2475,11.221,39.346,-7.912,0.677
2476,12.021,39.346,-7.926,0.733
2477,12.821,39.346,-7.930,0.882
2478,13.621,39.346,-7.930,1.134
2479,14.421,39.346,-7.928,1.344
2480,15.221,39.346,-7.925,1.462
2481,16.021,39.346,-7.924,1.548
2482,16.821,39.346,-7.925,1.614
2483,17.621,39.346,-7.924,1.655
2484,18.421,39.346,-7.922,1.668
2485,19.221,39.346,-7.927,1.587
2486,20.021,39.346,-7.942,1.321
2487,20.821,39.346,-7.958,1.010
2488,21.621,39.346,-7.973,0.877
2489,22.421,39.346,-7.996,0.835
2490,23.221,39.346,-8.016,0.800
2491,24.021,39.346,-8.023,0.799
2492,24.821,39.346,-8.023,0.840
2493,25.621,39.346,-8.034,0.851
2494,26.421,39.346,-8.045,0.768
2495,27.221,39.346,-8.041,0.595
2496,28.021,39.346,-8.021,0.400
2497,28.821,39.346,-8.010,0.300
2498,29.621,39.346,-8.020,0.300
2499,30.421,39.346,-8.029,0.300
2500,31.221,39.346,-8.044,0.300
2501,32.021,39.346,-8.088,0.300
2502,32.821,39.346,-8.141,0.301
2503,33.621,39.346,-8.168,0.416
2504,34.421,39.346,-8.191,0.535
2505,35.221,39.346,-8.255,0.664
2506,36.021,39.346,-8.342,0.758
2507,36.821,39.346,-8.437,0.842
2508,37.621,39.346,-8.514,0.868
2509,38.421,39.346,-8.554,0.796
2510,39.221,39.346,-8.573,0.702
2511,40.021,39.346,-8.590,0.544
2512,40.821,39.346,-8.597,0.419
2513,41.621,39.346,-8.590,0.355
2514,42.421,39.346,-8.556,0.300
2515,43.221,39.346,-8.451,0.300
2516,44.821,39.346,-8.539,0.300
2517,47.221,39.346,-8.847,0.300
2518,48.021,39.346,-8.870,0.300
2519,48.821,39.346,-8.875,0.300
2520,49.621,39.346,-8.915,0.300
2521,50.421,39.346,-8.925,0.300
2522,51.221,39.346,-8.877,0.300
2523,52.021,39.346,-8.869,0.300
2524,52.821,39.346,-8.929,0.302
2525,53.621,39.346,-8.937,0.317
2526,54.421,39.346,-8.889,0.300
2527,55.221,39.346,-8.856,0.300
2528,56.021,39.346,-8.905,0.350
2529,56.821,39.346,-8.963,0.463
2530,57.621,39.346,-8.965,0.503
2531,58.421,39.346,-8.934,0.472
2532,59.221,39.346,-8.927,0.446
2533,60.021,39.346,-8.921,0.399
2534,60.821,39.346,-8.922,0.335
2535,61.621,39.346,-8.978,0.307
2536,62.421,39.346,-9.027,0.300
2537,63.221,39.346,-9.079,0.300
2538,64.021,39.346,-9.138,0.300
2539,64.821,39.346,-9.198,0.300
2540,65.621,39.346,-9.266,0.300
2541,66.421,39.346,-9.303,0.300
2542,67.221,39.346,-9.337,0.300
2543,68.021,39.346,-9.375,0.300
2544,68.821,39.346,-9.431,0.300
2545,5.221,40.146,-7.843,0.300
2546,6.021,40.146,-7.892,0.300
2547,6.821,40.146,-7.902,0.300
2548,7.621,40.146,-7.894,0.300
2549,8.421,40.146,-7.886,0.339
2550,10.821,40.146,-7.902,0.689
2551,11.621,40.146,-7.919,0.746
2552,12.421,40.146,-7.926,0.893
2553,13.221,40.146,-7.925,1.160
2554,14.021,40.146,-7.923,1.387
2555,14.821,40.146,-7.921,1.509
2556,15.621,40.146,-7.921,1.610
2557,16.421,40.146,-7.924,1.693
2558,17.221,40.146,-7.926,1.754
2559,18.021,40.146,-7.927,1.791
2560,18.821,40.146,-7.932,1.771
2561,19.621,40.146,-7.944,1.627
2562,20.421,40.146,-7.961,1.416
2563,21.221,40.146,-7.978,1.167
2564,22.021,40.146,-7.995,0.847
2565,22.821,40.146,-8.007,0.737
2566,23.621,40.146,-8.009,0.745
2567,24.421,40.146,-7.999,0.780
2568,25.221,40.146,-7.983,0.836
2569,26.021,40.146,-7.976,0.808
2570,26.821,40.146,-7.973,0.683
2571,27.621,40.146,-7.956,0.498
2572,28.421,40.146,-7.936,0.323
2573,29.221,40.146,-7.938,0.300
2574,30.021,40.146,-7.945,0.300
2575,30.821,40.146,-7.934,0.300
2576,31.621,40.146,-7.932,0.300
2577,32.421,40.146,-7.969,0.300
2578,33.221,40.146,-8.008,0.403
2579,34.021,40.146,-8.023,0.550
2580,34.821,40.146,-8.060,0.707
2581,35.621,40.146,-8.140,0.855
2582,36.421,40.146,-8.226,0.953
2583,37.221,40.146,-8.300,0.999
2584,38.021,40.146,-8.360,0.957
2585,38.821,40.146,-8.402,0.867
2586,39.621,40.146,-8.425,0.701
2587,40.421,40.146,-8.432,0.523
2588,41.221,40.146,-8.432,0.412
2589,42.021,40.146,-8.431,0.377
2590,42.821,40.146,-8.412,0.357
2591,43.621,40.146,-8.381,0.322
2592,44.421,40.146,-8.411,0.317
2593,45.221,40.146,-8.480,0.300
2594,46.021,40.146,-8.526,0.300
2595,46.821,40.146,-8.592,0.300
2596,47.621,40.146,-8.658,0.300
2597,48.421,40.146,-8.692,0.300
2598,49.221,40.146,-8.718,0.300
2599,50.021,40.146,-8.739,0.300
2600,50.821,40.146,-8.743,0.300
2601,51.621,40.146,-8.753,0.300
2602,52.421,40.146,-8.779,0.331
2603,53.221,40.146,-8.790,0.340
2604,54.021,40.146,-8.803,0.357
2605,54.821,40.146,-8.799,0.372
2606,55.621,40.146,-8.811,0.425
2607,56.421,40.146,-8.827,0.518
2608,57.221,40.146,-8.837,0.614
2609,58.021,40.146,-8.833,0.674
2610,58.821,40.146,-8.799,0.660
2611,59.621,40.146,-8.734,0.565
2612,60.421,40.146,-8.692,0.471
2613,61.221,40.146,-8.715,0.419
2614,62.021,40.146,-8.781,0.398
2615,62.821,40.146,-8.854,0.386
2616,63.621,40.146,-8.905,0.360
2617,64.421,40.146,-8.955,0.346
2618,65.221,40.146,-9.016,0.351
2619,66.021,40.146,-9.039,0.319
2620,66.821,40.146,-9.041,0.300
2621,67.621,40.146,-9.078,0.300
2622,68.421,40.146,-9.132,0.300
2623,69.221,40.146,-9.183,0.300
2624,70.021,40.146,-9.238,0.300
2625,70.821,40.146,-9.278,0.300
2626,71.621,40.146,-9.305,0.300
2627,72.421,40.146,-9.328,0.300
2628,73.221,40.146,-9.357,0.300
2629,74.021,40.146,-9.388,0.300
2630,74.821,40.146,-9.418,0.300
2631,75.621,40.146,-9.452,0.300
2632,6.421,40.946,-7.795,0.300
2633,7.221,40.946,-7.784,0.300
2634,8.021,40.946,-7.798,0.300
2635,8.821,40.946,-7.833,0.409
2636,9.621,40.946,-7.867,0.568
2637,10.421,40.946,-7.892,0.701
2638,11.221,40.946,-7.908,0.785
2639,12.021,40.946,-7.917,0.928
2640,12.821,40.946,-7.920,1.175
2641,13.621,40.946,-7.921,1.402
2642,14.421,40.946,-7.922,1.535
2643,15.221,40.946,-7.926,1.651
2644,16.021,40.946,-7.932,1.750
2645,16.821,40.946,-7.938,1.827
2646,17.621,40.946,-7.942,1.880
2647,18.421,40.946,-7.946,1.902
2648,19.221,40.946,-7.954,1.867
2649,20.021,40.946,-7.967,1.753
2650,20.821,40.946,-7.984,1.531
2651,21.621,40.946,-8.000,1.162
2652,22.421,40.946,-8.012,0.877
2653,23.221,40.946,-8.015,0.787
2654,24.021,40.946,-8.003,0.787
2655,24.821,40.946,-7.975,0.845
2656,26.421,40.946,-7.939,0.789
2657,27.221,40.946,-7.942,0.644
2658,28.021,40.946,-7.936,0.478
2659,28.821,40.946,-7.932,0.340
2660,29.621,40.946,-7.931,0.300
2661,30.421,40.946,-7.913,0.300
2662,32.821,40.946,-7.915,0.364
2663,33.621,40.946,-7.936,0.530
2664,34.421,40.946,-7.946,0.694
2665,35.221,40.946,-7.994,0.870
2666,36.021,40.946,-8.073,1.003
2667,36.821,40.946,-8.141,1.059
2668,37.621,40.946,-8.196,1.041
2669,38.421,40.946,-8.250,0.970
2670,39.221,40.946,-8.291,0.833
2671,40.021,40.946,-8.310,0.644
2672,40.821,40.946,-8.312,0.497
2673,41.621,40.946,-8.315,0.450
2674,42.421,40.946,-8.324,0.451
2675,43.221,40.946,-8.328,0.479
2676,44.021,40.946,-8.334,0.483
2677,44.821,40.946,-8.352,0.454
2678,45.621,40.946,-8.369,0.371
2679,46.421,40.946,-8.392,0.300
2680,47.221,40.946,-8.434,0.300
2681,48.021,40.946,-8.472,0.300
2682,48.821,40.946,-8.496,0.300
2683,49.621,40.946,-8.518,0.300
2684,50.421,40.946,-8.542,0.300
2685,51.221,40.946,-8.574,0.300
2686,52.021,40.946,-8.616,0.300
2687,52.821,40.946,-8.639,0.324
2688,53.621,40.946,-8.666,0.354
2689,54.421,40.946,-8.707,0.397
2690,55.221,40.946,-8.732,0.442
2691,56.021,40.946,-8.732,0.506
2692,56.821,40.946,-8.718,0.608
2693,57.621,40.946,-8.717,0.720
2694,58.421,40.946,-8.711,0.772
2695,59.221,40.946,-8.658,0.716
2696,60.021,40.946,-8.566,0.601
2697,60.821,40.946,-8.533,0.520
2698,61.621,40.946,-8.464,0.378
2699,63.221,40.946,-8.668,0.448
2700,64.021,40.946,-8.732,0.455
2701,64.821,40.946,-8.790,0.463
2702,65.621,40.946,-8.835,0.470
2703,66.421,40.946,-8.843,0.447
2704,67.221,40.946,-8.851,0.410
2705,68.021,40.946,-8.896,0.394
2706,68.821,40.946,-8.943,0.374
2707,69.621,40.946,-8.979,0.336
2708,70.421,40.946,-9.009,0.300
2709,71.221,40.946,-9.031,0.300
2710,72.021,40.946,-9.047,0.300
2711,72.821,40.946,-9.059,0.300
2712,73.621,40.946,-9.076,0.300
2713,74.421,40.946,-9.097,0.300
2714,75.221,40.946,-9.120,0.300
2715,76.021,40.946,-9.154,0.300
2716,76.821,40.946,-9.194,0.300
2717,77.621,40.946,-9.226,0.300
2718,78.421,40.946,-9.273,0.300
2719,79.221,40.946,-9.321,0.300
2720,80.021,40.946,-9.368,0.300
2721,80.821,40.946,-9.405,0.300
2722,81.621,40.946,-9.442,0.300
2723,82.421,40.946,-9.443,0.300
2724,83.221,40.946,-9.439,0.300
2725,84.021,40.946,-9.446,0.300
2726,84.821,40.946,-9.479,0.300
2727,9.221,41.746,-7.787,0.482
2728,10.021,41.746,-7.851,0.668
2729,10.821,41.746,-7.884,0.808
2730,11.621,41.746,-7.895,0.954
2731,12.421,41.746,-7.905,1.169
2732,13.221,41.746,-7.916,1.385
2733,14.021,41.746,-7.924,1.532
2734,14.821,41.746,-7.933,1.661
2735,15.621,41.746,-7.943,1.774
2736,16.421,41.746,-7.953,1.865
2737,17.221,41.746,-7.960,1.931
2738,18.021,41.746,-7.963,1.966
2739,18.821,41.746,-7.967,1.972
2740,19.621,41.746,-7.975,1.923
2741,20.421,41.746,-7.990,1.767
2742,21.221,41.746,-8.005,1.468
2743,22.021,41.746,-8.018,1.131
2744,22.821,41.746,-8.025,0.871
2745,23.621,41.746,-8.023,0.814
2746,24.421,41.746,-8.006,0.840
2747,25.221,41.746,-7.979,0.801
2748,26.021,41.746,-7.961,0.837
2749,26.821,41.746,-7.962,0.810
2750,27.621,41.746,-7.967,0.680
2751,28.421,41.746,-7.965,0.531
2752,29.221,41.746,-7.961,0.410
2753,30.021,41.746,-7.947,0.322
2754,30.821,41.746,-7.918,0.300
2755,32.421,41.746,-7.899,0.350
2756,33.221,41.746,-7.912,0.490
2757,34.021,41.746,-7.912,0.645
2758,35.621,41.746,-7.984,0.939
2759,36.421,41.746,-8.047,1.007
2760,37.221,41.746,-8.095,0.995
2761,38.021,41.746,-8.141,0.924
2762,38.821,41.746,-8.188,0.816
2763,39.621,41.746,-8.220,0.683
2764,40.421,41.746,-8.232,0.559
2765,41.221,41.746,-8.233,0.505
2766,42.021,41.746,-8.237,0.528
2767,42.821,41.746,-8.243,0.572
2768,43.621,41.746,-8.244,0.583
2769,44.421,41.746,-8.245,0.593
2770,45.221,41.746,-8.250,0.566
2771,46.021,41.746,-8.257,0.472
2772,46.821,41.746,-8.274,0.352
2773,47.621,41.746,-8.299,0.300
2774,48.421,41.746,-8.316,0.300
2775,49.221,41.746,-8.328,0.300
2776,50.021,41.746,-8.350,0.300
2777,50.821,41.746,-8.383,0.300
2778,51.621,41.746,-8.428,0.300
2779,52.421,41.746,-8.477,0.300
2780,53.221,41.746,-8.521,0.345
2781,54.021,41.746,-8.560,0.382
2782,54.821,41.746,-8.590,0.401
2783,55.621,41.746,-8.603,0.436
2784,56.421,41.746,-8.596,0.505
2785,57.221,41.746,-8.580,0.615
2786,58.021,41.746,-8.567,0.714
2787,58.821,41.746,-8.547,0.749
2788,59.621,41.746,-8.500,0.712
2789,60.421,41.746,-8.443,0.658
2790,61.221,41.746,-8.396,0.580
2791,62.021,41.746,-8.354,0.478
2792,62.821,41.746,-8.434,0.505
2793,63.621,41.746,-8.498,0.518
2794,64.421,41.746,-8.545,0.516
2795,65.221,41.746,-8.606,0.534
2796,66.021,41.746,-8.649,0.550
2797,66.821,41.746,-8.670,0.562
2798,67.621,41.746,-8.692,0.567
2799,68.421,41.746,-8.718,0.563
2800,69.221,41.746,-8.746,0.547
2801,70.021,41.746,-8.771,0.508
2802,70.821,41.746,-8.790,0.447
2803,71.621,41.746,-8.797,0.376
2804,72.421,41.746,-8.798,0.307
2805,73.221,41.746,-8.807,0.300
2806,74.021,41.746,-8.827,0.300
2807,74.821,41.746,-8.853,0.300
2808,75.621,41.746,-8.880,0.300
2809,76.421,41.746,-8.912,0.300
2810,77.221,41.746,-8.944,0.300
2811,78.021,41.746,-8.978,0.300
2812,78.821,41.746,-9.004,0.300
2813,79.621,41.746,-9.026,0.300
2814,80.421,41.746,-9.061,0.300
2815,81.221,41.746,-9.080,0.300
2816,82.021,41.746,-9.046,0.300
2817,82.821,41.746,-9.033,0.300
2818,83.621,41.746,-9.045,0.300
2819,84.421,41.746,-9.084,0.409
2820,85.221,41.746,-9.117,0.365
2821,86.021,41.746,-9.143,0.302
2822,86.821,41.746,-9.143,0.300
2823,87.621,41.746,-9.144,0.300
2824,88.421,41.746,-9.166,0.459
2825,89.221,41.746,-9.146,0.300
2826,90.021,41.746,-9.109,0.300
2827,9.621,42.546,-7.750,0.549
2828,10.421,42.546,-7.832,0.763
2829,12.821,42.546,-7.900,1.327
2830,13.621,42.546,-7.920,1.491
2831,14.421,42.546,-7.935,1.632
2832,15.221,42.546,-7.949,1.757
2833,16.021,42.546,-7.962,1.862
2834,16.821,42.546,-7.972,1.938
2835,17.621,42.546,-7.977,1.981
2836,18.421,42.546,-7.979,1.994
2837,19.221,42.546,-7.985,1.987
2838,20.021,42.546,-7.997,1.899
2839,20.821,42.546,-8.012,1.619
2840,21.621,42.546,-8.025,1.226
2841,22.421,42.546,-8.033,0.892
